Date,Material,Planned Production,Machine
2023-05-24,ABC123,580.0,Machine 2
2023-05-25,ABC123,580.0,Machine 2
2023-05-26,ABC123,490.0,Machine 2
2023-05-29,HOLIDAY,,Machine 2
2023-05-30,ABC123,420.0,Machine 2
2023-05-31,ABC123,580.0,Machine 2
2023-06-01,ABC123,580.0,Machine 2
2023-06-02,ABC123,490.0,Machine 2
2023-06-05,ABC123,420.0,Machine 2
2023-06-06,ABC123,580.0,Machine 2
2023-06-07,ABC123,580.0,Machine 2
2023-06-08,HOLIDAY,,Machine 2
2023-06-09,HOLIDAY,,Machine 2
2023-06-12,ABC123,420.0,Machine 2
2023-06-13,ABC123,580.0,Machine 2
2023-06-14,ABC123,580.0,Machine 2
2023-06-15,ABC123,580.0,Machine 2
2023-06-16,,,Machine 2
2023-06-19,ABC123,420.0,Machine 2
2023-06-20,ABC123,580.0,Machine 2
2023-06-21,ABC123,580.0,Machine 2
2023-06-22,,,Machine 2
2023-06-23,,,Machine 2
2023-06-26,ABC123,420.0,Machine 2
2023-06-27,ABC123,580.0,Machine 2
2023-06-28,ABC123,580.0,Machine 2
2023-06-29,ABC123,580.0,Machine 2
2023-06-30,,,Machine 2
2023-07-03,,,Machine 2
2023-07-04,,,Machine 2
2023-07-05,,,Machine 2
2023-07-06,,,Machine 2
2023-07-07,,,Machine 2
2023-07-10,ABC123,420.0,Machine 2
2023-07-11,ABC123,580.0,Machine 2
2023-07-12,ABC123,580.0,Machine 2
2023-07-13,ABC123,580.0,Machine 2
2023-07-14,ABC123,490.0,Machine 2
2023-07-17,ABC123,420.0,Machine 2
2023-07-18,ABC123,580.0,Machine 2
2023-07-19,ABC123,580.0,Machine 2
2023-07-20,,,Machine 2
2023-07-21,,,Machine 2
2023-07-24,ABC123,420.0,Machine 2
2023-07-25,ABC123,580.0,Machine 2
2023-07-26,ABC123,580.0,Machine 2
2023-07-27,ABC123,580.0,Machine 2
2023-07-28,ABC123,490.0,Machine 2
2023-07-31,ABC123,420.0,Machine 2
2023-08-01,ABC123,580.0,Machine 2
2023-08-02,ABC123,580.0,Machine 2
2023-08-03,,,Machine 2
2023-08-04,,,Machine 2
2023-08-07,ABC123,420.0,Machine 2
2023-08-08,ABC123,580.0,Machine 2
2023-08-09,ABC123,580.0,Machine 2
2023-08-10,ABC123,580.0,Machine 2
2023-08-11,,,Machine 2
2023-08-14,ABC123,420.0,Machine 2
2023-08-15,ABC123,580.0,Machine 2
2023-08-16,ABC123,580.0,Machine 2
2023-08-17,ABC123,580.0,Machine 2
2023-08-18,,,Machine 2
2023-08-21,ABC127,490.0,Machine 2
2023-08-22,ABC127,580.0,Machine 2
2023-08-23,ABC127,580.0,Machine 2
2023-08-24,ABC127,580.0,Machine 2
2023-08-25,ABC127,490.0,Machine 2
2023-08-28,ABC127,420.0,Machine 2
2023-08-29,ABC127,580.0,Machine 2
2023-08-30,ABC127,580.0,Machine 2
2023-08-31,ABC127,580.0,Machine 2
2023-09-01,ABC127,490.0,Machine 2
2023-09-04,ABC123,420.0,Machine 2
2023-09-05,ABC123,580.0,Machine 2
2023-09-06,ABC123,580.0,Machine 2
2023-09-07,ABC123,580.0,Machine 2
2023-09-08,ABC123,490.0,Machine 2
2023-09-11,ABC123,420.0,Machine 2
2023-09-12,ABC123,580.0,Machine 2
2023-09-13,ABC123,580.0,Machine 2
2023-09-14,ABC123,580.0,Machine 2
2023-09-15,ABC123,490.0,Machine 2
2023-09-18,ABC123,420.0,Machine 2
2023-09-19,ABC123,580.0,Machine 2
2023-09-20,ABC123,580.0,Machine 2
2023-09-21,ABC123,580.0,Machine 2
2023-09-22,ABC123,490.0,Machine 2
2023-09-25,ABC123,420.0,Machine 2
2023-09-26,ABC123,580.0,Machine 2
2023-09-27,ABC123,580.0,Machine 2
2023-09-28,ABC123,580.0,Machine 2
2023-09-29,ABC123,490.0,Machine 2
2023-10-02,HOLIDAY,,Machine 2
2023-10-03,HOLIDAY,,Machine 2
2023-10-04,ABC123,420.0,Machine 2
2023-10-05,ABC123,580.0,Machine 2
2023-10-06,ABC123,490.0,Machine 2
2023-10-09,ABC123,420.0,Machine 2
2023-10-10,ABC123,580.0,Machine 2
2023-10-11,ABC123,580.0,Machine 2
2023-10-12,ABC123,580.0,Machine 2
2023-10-13,ABC123,490.0,Machine 2
2023-10-16,ABC123,420.0,Machine 2
2023-10-17,ABC123,580.0,Machine 2
2023-10-18,ABC123,580.0,Machine 2
2023-10-19,ABC123,580.0,Machine 2
2023-10-20,ABC123,490.0,Machine 2
2023-10-23,ABC123,420.0,Machine 2
2023-10-24,ABC123,580.0,Machine 2
2023-10-25,ABC123,580.0,Machine 2
2023-10-26,ABC123,580.0,Machine 2
2023-10-27,,,Machine 2
2023-10-30,ABC123,420.0,Machine 2
2023-10-31,ABC123,580.0,Machine 2
2023-11-01,HOLIDAY,,Machine 2
2023-11-02,ABC123,580.0,Machine 2
2023-11-03,,,Machine 2
2023-11-06,ABC123,420.0,Machine 2
2023-11-07,ABC123,580.0,Machine 2
2023-11-08,ABC123,580.0,Machine 2
2023-11-09,,,Machine 2
2023-11-10,,,Machine 2
2023-11-13,ABC123,420.0,Machine 2
2023-11-14,ABC123,580.0,Machine 2
2023-11-15,ABC123,580.0,Machine 2
2023-11-16,ABC123,580.0,Machine 2
2023-11-17,,,Machine 2
2023-11-20,ABC123,420.0,Machine 2
2023-11-21,ABC123,580.0,Machine 2
2023-11-22,ABC123,580.0,Machine 2
2023-11-23,ABC123,580.0,Machine 2
2023-11-24,ABC123,490.0,Machine 2
2023-11-27,ABC123,420.0,Machine 2
2023-11-28,ABC123,580.0,Machine 2
2023-11-29,ABC123,580.0,Machine 2
2023-11-30,,,Machine 2
2023-12-01,ABC123,490.0,Machine 2
2023-12-04,,,Machine 2
2023-12-05,,,Machine 2
2023-12-06,,,Machine 2
2023-12-07,ABC123,580.0,Machine 2
2023-12-08,ABC123,580.0,Machine 2
2023-12-11,,,Machine 2
2023-12-12,,,Machine 2
2023-12-13,,,Machine 2
2023-12-14,,,Machine 2
2023-12-15,,,Machine 2
2023-12-18,,,Machine 2
2023-12-19,,,Machine 2
2023-12-20,,,Machine 2
2023-12-21,,,Machine 2
2023-12-22,,,Machine 2
2023-12-25,HOLIDAY,,Machine 2
2023-12-26,HOLIDAY,,Machine 2
2023-12-27,HOLIDAY,,Machine 2
2023-12-28,HOLIDAY,,Machine 2
2023-12-29,HOLIDAY,,Machine 2
2024-01-01,HOLIDAY,,Machine 2
2024-01-04,ABC123,580.0,Machine 2
2024-01-08,ABC123,420.0,Machine 2
2024-01-09,ABC123,580.0,Machine 2
2024-01-10,ABC123,580.0,Machine 2
2024-01-12,,,Machine 2
2024-01-15,ABC123,420.0,Machine 2
2024-01-16,ABC123,580.0,Machine 2
2024-01-17,ABC123,580.0,Machine 2
2024-01-18,,,Machine 2
2024-01-19,,,Machine 2
2024-01-22,ABC123,420.0,Machine 2
2024-01-23,ABC123,580.0,Machine 2
2024-01-24,ABC123,580.0,Machine 2
2024-01-04,,,Machine 1
2024-01-05,,,Machine 1
2024-01-29,ABC127,580.0,Machine 1
2024-01-30,ABC127,490.0,Machine 1
2024-01-31,ABC132,280.0,Machine 1
2024-02-01,ABC132,420.0,Machine 1
2024-02-02,ABC132,350.0,Machine 1
2024-02-05,ABC132,280.0,Machine 1
2024-02-06,ABC132,420.0,Machine 1
2024-02-07,ABC127,420.0,Machine 1
2024-02-08,ABC127,580.0,Machine 1
2024-02-09,ABC127,490.0,Machine 1
2024-02-12,HOLIDAY,,Machine 1
2024-02-13,ABC127,580.0,Machine 1
2024-02-14,ABC127,580.0,Machine 1
2024-02-15,ABC127,580.0,Machine 1
2024-02-16,ABC127,490.0,Machine 1
2024-02-19,ABC127,420.0,Machine 1
2024-02-20,ABC127,580.0,Machine 1
2024-02-21,ABC127,580.0,Machine 1
2024-02-22,ABC127,580.0,Machine 1
2024-02-23,ABC132,350.0,Machine 1
2024-02-26,ABC132,300.0,Machine 1
2024-02-27,ABC132,440.0,Machine 1
2024-02-28,ABC132,440.0,Machine 1
2024-02-29,,,Machine 1
2024-03-01,ABC127,510.0,Machine 1
2024-03-04,ABC127,440.0,Machine 1
2024-03-05,ABC127,600.0,Machine 1
2024-03-06,ABC127,600.0,Machine 1
2024-03-07,ABC127,600.0,Machine 1
2024-03-08,ABC127,510.0,Machine 1
2024-03-11,ABC127,440.0,Machine 1
2024-03-12,ABC127,600.0,Machine 1
2024-03-13,ABC127,600.0,Machine 1
2024-03-14,ABC127,600.0,Machine 1
2024-03-15,ABC132,370.0,Machine 1
2024-03-18,ABC132,300.0,Machine 1
2024-03-19,ABC132,440.0,Machine 1
2024-03-20,ABC126,440.0,Machine 1
2024-03-21,ABC126,440.0,Machine 1
2024-03-22,ABC126,370.0,Machine 1
2024-03-25,,,Machine 1
2024-03-26,,,Machine 1
2024-03-27,ABC126,440.0,Machine 1
2024-03-28,ABC126,370.0,Machine 1
2024-03-29,HOLIDAY,,Machine 1
2024-04-01,HOLIDAY,,Machine 1
2024-04-02,,,Machine 1
2024-04-03,,,Machine 1
2024-04-04,,,Machine 1
2024-04-05,,,Machine 1
2024-04-08,ABC127,440.0,Machine 1
2024-04-09,ABC127,600.0,Machine 1
2024-04-10,ABC127,600.0,Machine 1
2024-04-11,ABC127,600.0,Machine 1
2024-04-12,ABC127,510.0,Machine 1
2024-04-15,ABC132,300.0,Machine 1
2024-04-16,ABC132,440.0,Machine 1
2024-04-17,ABC132,440.0,Machine 1
2024-04-18,,,Machine 1
2024-04-19,,,Machine 1
2024-04-22,ABC132,300.0,Machine 1
2024-04-23,ABC132,440.0,Machine 1
2024-04-24,ABC132,440.0,Machine 1
2024-04-25,,,Machine 1
2024-04-26,,,Machine 1
2024-04-29,ABC132,300.0,Machine 1
2024-04-30,ABC132,370.0,Machine 1
2024-05-01,HOLIDAY,,Machine 1
2024-05-02,ABC127,440.0,Machine 1
2024-05-03,ABC127,600.0,Machine 1
2024-05-06,ABC127,440.0,Machine 1
2024-05-07,ABC127,600.0,Machine 1
2024-05-08,,,Machine 1
2024-05-09,HOLIDAY,,Machine 1
2024-05-10,HOLIDAY,,Machine 1
2024-05-13,ABC132,300.0,Machine 1
2024-05-14,ABC132,440.0,Machine 1
2024-05-15,ABC132,440.0,Machine 1
2024-05-16,,,Machine 1
2024-05-17,,,Machine 1
2024-05-20,HOLIDAY,,Machine 1
2024-05-21,ABC132,300.0,Machine 1
2024-05-22,ABC132,440.0,Machine 1
2024-05-23,ABC132,440.0,Machine 1
2024-05-24,,,Machine 1
2024-05-27,ABC132,300.0,Machine 1
2024-05-28,ABC132,440.0,Machine 1
2024-05-29,ABC127,440.0,Machine 1
2024-05-30,HOLIDAY,,Machine 1
2024-05-31,HOLIDAY,,Machine 1
2024-06-03,ABC127,600.0,Machine 1
2024-06-04,ABC127,600.0,Machine 1
2024-06-05,ABC127,600.0,Machine 1
2024-06-06,ABC127,440.0,Machine 1
2024-06-07,,,Machine 1
2024-06-10,ABC132,300.0,Machine 1
2024-06-11,ABC132,440.0,Machine 1
2024-06-12,ABC132,440.0,Machine 1
2024-06-13,ABC132,440.0,Machine 1
2024-06-14,ABC132,440.0,Machine 1
2024-06-17,,,Machine 1
2024-06-18,,,Machine 1
2024-06-19,,,Machine 1
2024-06-20,,,Machine 1
2024-06-21,ABC127,510.0,Machine 1
2024-06-24,ABC127,440.0,Machine 1
2024-06-25,ABC127,600.0,Machine 1
2024-06-26,ABC127,600.0,Machine 1
2024-06-27,ABC127,600.0,Machine 1
2024-06-28,ABC127,510.0,Machine 1
2024-07-01,ABC127,440.0,Machine 1
2024-07-02,ABC127,600.0,Machine 1
2024-07-03,ABC132,300.0,Machine 1
2024-07-04,ABC132,440.0,Machine 1
2024-07-05,ABC132,370.0,Machine 1
2024-07-08,ABC132,300.0,Machine 1
2024-07-09,ABC132,440.0,Machine 1
2024-07-10,ABC132,440.0,Machine 1
2024-07-11,ABC132,440.0,Machine 1
2024-07-12,ABC127,600.0,Machine 1
2024-07-15,ABC127,440.0,Machine 1
2024-07-16,ABC127,600.0,Machine 1
2024-07-17,ABC127,600.0,Machine 1
2024-07-18,ABC127,600.0,Machine 1
2024-07-19,ABC127,510.0,Machine 1
2024-07-22,ABC127,440.0,Machine 1
2024-07-23,ABC127,600.0,Machine 1
2024-07-24,,,Machine 1
2024-07-25,,,Machine 1
2024-07-26,,,Machine 1
2024-07-29,ABC127,440.0,Machine 1
2024-07-30,,,Machine 1
2024-07-31,ABC127,600.0,Machine 1
2024-08-01,ABC127,600.0,Machine 1
2024-08-02,,,Machine 1
2024-08-05,ABC127,440.0,Machine 1
2024-08-06,ABC127,600.0,Machine 1
2024-08-07,ABC127,600.0,Machine 1
2024-08-08,ABC126,440.0,Machine 1
2024-08-09,ABC126,370.0,Machine 1
2024-08-12,ABC126,,Machine 1
2024-08-13,ABC132,300.0,Machine 1
2024-08-14,ABC132,440.0,Machine 1
2024-08-15,ABC132,440.0,Machine 1
2024-08-16,ABC127,440.0,Machine 1
2024-08-19,ABC127,440.0,Machine 1
2024-08-20,ABC127,600.0,Machine 1
2024-08-21,ABC127,600.0,Machine 1
2024-08-22,,,Machine 1
2024-08-23,ABC127,510.0,Machine 1
2024-08-26,ABC127,440.0,Machine 1
2024-08-27,ABC127,600.0,Machine 1
2024-08-28,,,Machine 1
2024-08-29,,,Machine 1
2024-08-30,,,Machine 1
2024-09-02,,,Machine 1
2024-09-03,ABC127,600.0,Machine 1
2024-09-04,ABC127,600.0,Machine 1
2024-09-05,ABC127,600.0,Machine 1
2024-09-06,ABC127,510.0,Machine 1
2024-09-09,ABC132,300.0,Machine 1
2024-09-10,ABC132,440.0,Machine 1
2024-09-11,ABC132,440.0,Machine 1
2024-09-12,,,Machine 1
2024-09-13,,,Machine 1
2024-09-16,ABC127,440.0,Machine 1
2024-09-17,ABC127,600.0,Machine 1
2024-09-18,ABC127,600.0,Machine 1
2024-09-19,ABC127,600.0,Machine 1
2024-09-20,,,Machine 1
2024-09-23,,,Machine 1
2024-09-24,,,Machine 1
2024-09-25,ABC127,440.0,Machine 1
2024-09-26,ABC127,600.0,Machine 1
2024-09-27,ABC127,510.0,Machine 1
2024-09-30,ABC132,440.0,Machine 1
2024-10-01,ABC132,440.0,Machine 1
2024-10-02,,,Machine 1
2024-10-03,HOLIDAY,,Machine 1
2024-10-04,HOLIDAY,,Machine 1
2024-10-07,,,Machine 1
2024-10-08,ABC127,510.0,Machine 1
2024-10-09,,,Machine 1
2024-10-10,,,Machine 1
2024-10-11,,,Machine 1
2024-10-14,,,Machine 1
2024-10-15,,,Machine 1
2024-10-16,ABC123,,Machine 1
2024-10-17,ABC123,,Machine 1
2024-10-18,ABC123,,Machine 1
2024-10-21,ABC123,,Machine 1
2024-10-22,ABC123,,Machine 1
2024-10-23,ABC123,,Machine 1
2024-10-24,ABC123,,Machine 1
2024-10-25,ABC123,,Machine 1
2024-10-28,ABC123,,Machine 1
2024-10-29,ABC123,,Machine 1
2024-10-30,ABC123,,Machine 1
2024-10-31,ABC123,,Machine 1
2024-11-01,HOLIDAY,,Machine 1
2024-11-04,ABC123,,Machine 1
2024-11-05,ABC123,,Machine 1
2024-11-06,ABC123,,Machine 1
2024-11-07,ABC123,,Machine 1
2024-11-08,ABC123,,Machine 1
2024-11-11,ABC123,,Machine 1
2024-11-12,ABC123,,Machine 1
2024-11-13,ABC123,,Machine 1
2024-11-14,ABC123,,Machine 1
2024-11-15,ABC123,,Machine 1
2024-11-18,ABC127,,Machine 1
2024-11-19,ABC127,600.0,Machine 1
2024-11-20,ABC132,330.0,Machine 1
2024-11-21,ABC132,440.0,Machine 1
2024-11-22,ABC132,440.0,Machine 1
2024-11-25,ABC132,330.0,Machine 1
2024-11-26,ABC132,440.0,Machine 1
2024-12-02,ABC132,330.0,Machine 1
2024-12-03,ABC132,440.0,Machine 1
2024-12-04,ABC127,440.0,Machine 1
2024-12-05,ABC127,440.0,Machine 1
2024-12-06,ABC127,600.0,Machine 1
2024-12-09,ABC127,,Machine 1
2024-12-10,ABC127,,Machine 1
2024-12-11,ABC127,,Machine 1
2024-12-12,ABC137,,Machine 1
2024-12-13,ABC137,,Machine 1
2024-12-16,ABC137,,Machine 1
2024-12-23,HOLIDAY,,Machine 1
2024-12-24,HOLIDAY,,Machine 1
2024-12-25,HOLIDAY,,Machine 1
2024-12-26,HOLIDAY,,Machine 1
2024-12-27,HOLIDAY,,Machine 1
2024-12-30,HOLIDAY,,Machine 1
2024-12-31,HOLIDAY,,Machine 1
2025-01-01,HOLIDAY,,Machine 1
2025-01-02,HOLIDAY,,Machine 1
2025-01-03,HOLIDAY,,Machine 1
2025-01-06,ABC132,300.0,Machine 1
2025-01-07,ABC132,440.0,Machine 1
2025-01-08,ABC132,440.0,Machine 1
2025-01-09,,,Machine 1
2025-01-10,,,Machine 1
2025-01-13,ABC132,370.0,Machine 1
2025-01-20,ABC127,440.0,Machine 1
2025-01-21,ABC127,600.0,Machine 1
2025-01-22,ABC127,600.0,Machine 1
2025-01-23,ABC132,300.0,Machine 1
2025-01-24,ABC132,370.0,Machine 1
2025-01-27,ABC132,370.0,Machine 1
2025-01-28,ABC132,440.0,Machine 1
2024-01-29,ABC123,420.0,Machine 2
2024-01-30,ABC123,580.0,Machine 2
2024-01-31,ABC123,580.0,Machine 2
2024-02-01,ABC123,580.0,Machine 2
2024-02-02,,,Machine 2
2024-02-05,ABC123,420.0,Machine 2
2024-02-06,ABC123,580.0,Machine 2
2024-02-07,ABC123,580.0,Machine 2
2024-02-08,ABC123,580.0,Machine 2
2024-02-09,ABC123,490.0,Machine 2
2024-02-12,HOLIDAY,,Machine 2
2024-02-13,,,Machine 2
2024-02-14,ABC123,580.0,Machine 2
2024-02-15,ABC123,580.0,Machine 2
2024-02-16,ABC123,490.0,Machine 2
2024-02-19,ABC123,420.0,Machine 2
2024-02-20,ABC123,580.0,Machine 2
2024-02-21,ABC123,580.0,Machine 2
2024-02-22,ABC123,580.0,Machine 2
2024-02-23,,,Machine 2
2024-02-26,ABC123,440.0,Machine 2
2024-02-27,ABC123,600.0,Machine 2
2024-02-28,,,Machine 2
2024-02-29,,,Machine 2
2024-03-01,,,Machine 2
2024-03-04,ABC123,440.0,Machine 2
2024-03-05,ABC123,600.0,Machine 2
2024-03-06,ABC123,600.0,Machine 2
2024-03-07,,,Machine 2
2024-03-08,,,Machine 2
2024-03-11,ABC123,440.0,Machine 2
2024-03-12,ABC123,600.0,Machine 2
2024-03-13,ABC123,600.0,Machine 2
2024-03-14,,,Machine 2
2024-03-15,,,Machine 2
2024-03-18,ABC123,440.0,Machine 2
2024-03-19,ABC123,600.0,Machine 2
2024-03-20,ABC123,600.0,Machine 2
2024-03-21,,,Machine 2
2024-03-22,,,Machine 2
2024-03-25,,,Machine 2
2024-03-26,ABC123,600.0,Machine 2
2024-03-27,ABC123,600.0,Machine 2
2024-03-28,,,Machine 2
2024-03-29,HOLIDAY,,Machine 2
2024-04-01,HOLIDAY,,Machine 2
2024-04-02,,,Machine 2
2024-04-03,,,Machine 2
2024-04-04,,,Machine 2
2024-04-05,,,Machine 2
2024-04-08,ABC123,440.0,Machine 2
2024-04-09,ABC123,600.0,Machine 2
2024-04-10,ABC123,600.0,Machine 2
2024-04-11,,,Machine 2
2024-04-12,,,Machine 2
2024-04-15,ABC123,440.0,Machine 2
2024-04-16,ABC123,600.0,Machine 2
2024-04-17,ABC123,600.0,Machine 2
2024-04-18,,,Machine 2
2024-04-19,,,Machine 2
2024-04-22,ABC123,440.0,Machine 2
2024-04-23,ABC123,600.0,Machine 2
2024-04-24,ABC123,600.0,Machine 2
2024-04-25,ABC123,600.0,Machine 2
2024-04-26,ABC123,510.0,Machine 2
2024-04-29,ABC123,440.0,Machine 2
2024-04-30,ABC123,600.0,Machine 2
2024-05-01,HOLIDAY,,Machine 2
2024-05-02,ABC123,600.0,Machine 2
2024-05-03,ABC123,510.0,Machine 2
2024-05-06,ABC123,440.0,Machine 2
2024-05-07,ABC123,600.0,Machine 2
2024-05-08,ABC123,600.0,Machine 2
2024-05-09,HOLIDAY,,Machine 2
2024-05-10,HOLIDAY,,Machine 2
2024-05-13,ABC123,440.0,Machine 2
2024-05-14,ABC123,600.0,Machine 2
2024-05-15,ABC123,600.0,Machine 2
2024-05-16,ABC123,600.0,Machine 2
2024-05-17,ABC123,510.0,Machine 2
2024-05-20,HOLIDAY,,Machine 2
2024-05-21,ABC123,440.0,Machine 2
2024-05-22,ABC123,600.0,Machine 2
2024-05-23,ABC123,600.0,Machine 2
2024-05-24,ABC123,600.0,Machine 2
2024-05-27,ABC123,440.0,Machine 2
2024-05-28,ABC123,600.0,Machine 2
2024-05-29,ABC123,600.0,Machine 2
2024-05-30,HOLIDAY,,Machine 2
2024-05-31,HOLIDAY,,Machine 2
2024-06-03,ABC123,440.0,Machine 2
2024-06-04,ABC123,600.0,Machine 2
2024-06-05,ABC123,600.0,Machine 2
2024-06-06,ABC123,600.0,Machine 2
2024-06-07,ABC123,510.0,Machine 2
2024-06-10,ABC123,440.0,Machine 2
2024-06-11,ABC123,600.0,Machine 2
2024-06-12,ABC123,600.0,Machine 2
2024-06-13,ABC123,600.0,Machine 2
2024-06-14,ABC123,510.0,Machine 2
2024-06-17,ABC123,440.0,Machine 2
2024-06-18,ABC123,600.0,Machine 2
2024-06-19,ABC123,600.0,Machine 2
2024-06-20,ABC123,600.0,Machine 2
2024-06-21,ABC123,510.0,Machine 2
2024-06-24,ABC123,440.0,Machine 2
2024-06-25,ABC123,600.0,Machine 2
2024-06-26,ABC123,600.0,Machine 2
2024-06-27,ABC123,600.0,Machine 2
2024-06-28,ABC123,510.0,Machine 2
2024-07-01,ABC123,440.0,Machine 2
2024-07-02,ABC123,600.0,Machine 2
2024-07-03,,,Machine 2
2024-07-04,ABC123,600.0,Machine 2
2024-07-05,ABC123,510.0,Machine 2
2024-07-08,ABC123,440.0,Machine 2
2024-07-09,ABC123,600.0,Machine 2
2024-07-10,ABC123,600.0,Machine 2
2024-07-11,ABC123,600.0,Machine 2
2024-07-12,ABC123,510.0,Machine 2
2024-07-15,ABC123,440.0,Machine 2
2024-07-16,ABC123,600.0,Machine 2
2024-07-17,ABC123,600.0,Machine 2
2024-07-18,ABC123,600.0,Machine 2
2024-07-19,ABC123,510.0,Machine 2
2024-07-22,ABC123,440.0,Machine 2
2024-07-23,ABC123,600.0,Machine 2
2024-07-24,ABC123,600.0,Machine 2
2024-07-25,ABC123,600.0,Machine 2
2024-07-26,ABC123,510.0,Machine 2
2024-07-29,ABC123,440.0,Machine 2
2024-07-30,ABC123,600.0,Machine 2
2024-07-31,ABC123,600.0,Machine 2
2024-08-01,,,Machine 2
2024-08-02,,,Machine 2
2024-08-05,ABC123,440.0,Machine 2
2024-08-06,ABC123,600.0,Machine 2
2024-08-07,ABC123,600.0,Machine 2
2024-08-08,,,Machine 2
2024-08-09,,,Machine 2
2024-08-12,ABC123,440.0,Machine 2
2024-08-13,ABC123,600.0,Machine 2
2024-08-14,ABC123,600.0,Machine 2
2024-08-15,ABC123,600.0,Machine 2
2024-08-16,,,Machine 2
2024-08-19,ABC123,440.0,Machine 2
2024-08-20,ABC123,600.0,Machine 2
2024-08-21,,,Machine 2
2024-08-22,,,Machine 2
2024-08-23,ABC123,510.0,Machine 2
2024-08-26,,,Machine 2
2024-08-27,ABC123,600.0,Machine 2
2024-08-28,,,Machine 2
2024-08-29,ABC123,600.0,Machine 2
2024-08-30,,,Machine 2
2024-09-02,ABC123,440.0,Machine 2
2024-09-03,,,Machine 2
2024-09-04,ABC123,600.0,Machine 2
2024-09-05,,,Machine 2
2024-09-06,ABC123,510.0,Machine 2
2024-09-09,ABC123,440.0,Machine 2
2024-09-10,,,Machine 2
2024-09-11,ABC123,600.0,Machine 2
2024-09-12,,,Machine 2
2024-09-13,,,Machine 2
2024-09-16,,,Machine 2
2024-09-17,,,Machine 2
2024-09-18,,,Machine 2
2024-09-19,ABC123,600.0,Machine 2
2024-09-20,,,Machine 2
2024-09-23,ABC123,440.0,Machine 2
2024-09-24,ABC123,600.0,Machine 2
2024-09-25,ABC123,600.0,Machine 2
2024-09-26,ABC123,600.0,Machine 2
2024-09-27,,,Machine 2
2024-09-30,ABC123,440.0,Machine 2
2024-10-01,ABC123,600.0,Machine 2
2024-10-02,ABC123,600.0,Machine 2
2024-10-03,HOLIDAY,,Machine 2
2024-10-04,HOLIDAY,,Machine 2
2024-10-07,ABC123,440.0,Machine 2
2024-10-08,ABC123,600.0,Machine 2
2024-10-09,ABC123,600.0,Machine 2
2024-10-10,,,Machine 2
2024-10-11,,,Machine 2
2024-10-14,ABC123,440.0,Machine 2
2024-10-15,ABC123,600.0,Machine 2
2024-10-16,ABC123,600.0,Machine 2
2024-10-17,ABC123,600.0,Machine 2
2024-10-18,ABC123,510.0,Machine 2
2024-10-21,ABC123,440.0,Machine 2
2024-10-22,ABC123,600.0,Machine 2
2024-10-23,ABC123,600.0,Machine 2
2024-10-24,ABC123,600.0,Machine 2
2024-10-25,ABC123,510.0,Machine 2
2024-10-28,ABC123,440.0,Machine 2
2024-10-29,ABC123,600.0,Machine 2
2024-10-30,ABC123,600.0,Machine 2
2024-10-31,ABC123,600.0,Machine 2
2024-11-01,HOLIDAY,,Machine 2
2024-11-04,ABC123,440.0,Machine 2
2024-11-05,ABC123,600.0,Machine 2
2024-11-06,ABC123,600.0,Machine 2
2024-11-07,ABC123,600.0,Machine 2
2024-11-08,ABC123,510.0,Machine 2
2024-11-11,ABC123,440.0,Machine 2
2024-11-12,ABC123,600.0,Machine 2
2024-11-13,ABC123,600.0,Machine 2
2024-11-14,ABC123,600.0,Machine 2
2024-11-15,ABC123,510.0,Machine 2
2024-11-18,ABC123,440.0,Machine 2
2024-11-19,ABC123,600.0,Machine 2
2024-11-20,ABC123,600.0,Machine 2
2024-11-21,ABC123,600.0,Machine 2
2024-11-22,ABC123,510.0,Machine 2
2024-11-25,ABC123,440.0,Machine 2
2024-11-26,ABC123,600.0,Machine 2
2024-11-27,ABC123,600.0,Machine 2
2024-11-28,ABC123,600.0,Machine 2
2024-11-29,ABC123,510.0,Machine 2
2024-12-02,ABC123,440.0,Machine 2
2024-12-03,ABC123,600.0,Machine 2
2024-12-04,ABC123,600.0,Machine 2
2024-12-05,ABC123,600.0,Machine 2
2024-12-06,ABC123,510.0,Machine 2
2024-12-09,ABC123,440.0,Machine 2
2024-12-10,ABC123,600.0,Machine 2
2024-12-11,ABC123,600.0,Machine 2
2024-12-12,ABC123,600.0,Machine 2
2024-12-13,ABC123,510.0,Machine 2
2024-12-16,ABC123,440.0,Machine 2
2024-12-23,HOLIDAY,,Machine 2
2024-12-24,HOLIDAY,,Machine 2
2024-12-25,HOLIDAY,,Machine 2
2024-12-26,HOLIDAY,,Machine 2
2024-12-27,HOLIDAY,,Machine 2
2024-12-30,HOLIDAY,,Machine 2
2024-12-31,HOLIDAY,,Machine 2
2025-01-01,HOLIDAY,,Machine 2
2025-01-02,HOLIDAY,,Machine 2
2025-01-03,HOLIDAY,,Machine 2
2025-01-06,ABC123,440.0,Machine 2
2025-01-07,ABC123,600.0,Machine 2
2025-01-08,ABC123,600.0,Machine 2
2025-01-09,ABC123,600.0,Machine 2
2025-01-10,,,Machine 2
2025-01-13,,,Machine 2
2025-01-14,,,Machine 2
2025-01-16,ABC123,600.0,Machine 2
2025-01-20,ABC123,440.0,Machine 2
2025-01-21,ABC123,600.0,Machine 2
2025-01-22,ABC123,600.0,Machine 2
2025-01-23,ABC123,600.0,Machine 2
2025-01-27,ABC123,440.0,Machine 2
2025-01-31,ABC123,600.0,Machine 2
2025-02-03,ABC123,440.0,Machine 2
